날짜,기사_제목,기사_url,기사_내용
10 February 2023,McHale appointed Prinoth dealer,"https://www.earthmoversmagazine.co.uk/news/view,mchale-appointed-prinoth-dealer_5798.htm","McHale Plant Sales, distributors in Ireland for Komatsu, Merlo, Metso Outotec, Jonsson, and Terex Ecotec equipment, has further extended its portfolio of interests with its appointment to represent the Prinoth range of tracked, all-terrain vehicles in the Irish market. At the centre of the highly versatile Prinoth line-up is the six-strong dumper trucks range which – with payloads from 5,715kg to 13,200 kg – are expected to have special appeal. Seen to be ‘as versatile as a Swiss army knife’ amongst utilities and construction vehicles, the Prinoth range is regarded by McHale Plant Sales managing director, Tim Shanahan as one “that will complement the company’s current portfolio and create new opportunities in markets not open to us previously.” At its core, Prinoth equipment has an established presence across a myriad of work site applications: in construction, vegetation management, biomass harvesting, land clearance and in the mulching and reclamation of forest sites. Another major application, less likely to apply in Ireland, is in ‘snow grooming’ involving the maintenance of ski slopes at alpine sports resorts, and in the maintenance of transportation links and access routes in regions subject to heavy snowfalls. Equipped with the appropriate job-specific attachment, Prinoth work vehicles are found in applications that span electric power and transmission, wind power, oil and gas pipeline laying, construction, environmental protection, hydro-excavation, costal erosion, landscape preservation, firefighting and rescue, mining and drilling, forestry and crew transportation. Pictured against the backdrop of a Prinoth tracked, all-terrain vehicle taken whilst visiting the McHale Plant Sales premises at Rathcoole to confirm their appointment is Prinoth sales manager, Andreas Grenz (centre) with McHale managing director, Tim Shanahan (right) and sales director, Denis McGrath. "
09 February 2023,New Cat 950 and 962 wheel loaders,"https://www.earthmoversmagazine.co.uk/news/view,new-cat-950-and-962-wheel-loaders_5799.htm","The new Cat 950 and 962 Next Generation Wheel Loaders feature standard, simple-to-use technologies that boost operator efficiencies, provide consistent bucket fill factors and increase productivity by up to 10% over the previous models. These flexible loaders offer application-specific designs to excel in the toughest applications, while service intervals are extended to lower maintenance costs by up to 30%. Their field-proven, reliable Cat C7.1 engine offers high power density with a combination of proven electronics, fuel and air systems. Equipped with the automatic Cat regeneration system, the engine meets U.S. EPA Tier 4 Final, EU Stage 5, Korea Tier 5 and Japan 2014 emission standards without interrupting operation. Electric fuel priming pump, fuel-water separator and secondary fuel filter combine with component design and machine validation to offer unmatched reliability and uptime. User-friendly technology A range of standard technologies on the 950 and 962 wheel loaders efficiently monitor, manage and enhance jobsite operations. Providing accurate weighing* of material, Cat Payload with Assist displays data in real time to improve productivity and loading efficiency. The operator can now fully automate bucket loading using new Autodig to improve fill factors and loading times. Working in combination with Autodig, new Auto Set Tires promotes proper loading technique to significantly reduce tire slip and wear. New application profiles give operators the ability to set customised profiles for customer-specific applications at the touch of a button to optimize loader settings for the job. Facilitating loader operation, selectable job aids allow operators of all experience levels to be more productive. Wirelessly connecting the machine to the office, Product Link gives access to production and essential machine health information for making fact-based decisions. <img alt="""" class=""inline-image"" height=""534"" src=""/ugc-1/1/6/0/CM20220908-2af02-6d067_edit.jpg"" width=""800""/> Loader and operation productivity are further enhanced with optional Cat technologies. Available Cat Advanced Payload with Assist includes Tip Off Assist to automate load adjustment of the final bucket to match target. Plus, its enhanced lists management, site integration and extended scale features help manage and improve productivity. Also helping to improve profitability of operations, the optional Cat Productivity subscription provides detailed and comprehensive actionable information. The consistently high bucket fill factors provided by new Autodig with Auto Set Tires delivers up to 10% more productivity for the 950 and 962 compared to the previous models. Single clutch and lock-to-lock shifting of the 5-speed transmission offers faster acceleration and speed on grades. The new loaders offer improved traction with standard front manual differential locks, with optional automatic front and rear differential locks available, to increase productivity, reduce tire scuffing and lower operating costs. Depending on region, the 950 and 962 are equipped with either conventional or optimised Z-bar linkage. The conventional Z bar design delivers high breakout force at ground level. Optimised Z-bar linkage offers parallel lift capability for precise work tool control as well as providing high breakout force at ground level. Cat Performance Series Buckets balance bucket shape against the loader’s linkage, resulting in higher fill factors and better material retention. Allowing the machine to move quickly from task to task, the Cat Fusion Quick Coupler offers easy tool changes without the operator leaving the cab. <img alt="""" class=""inline-image"" height=""534"" src=""/ugc-1/1/6/0/CM20211119-a8fa3-0ee34_edit.jpg"" width=""800""/> Elevated comfort and safety Sound suppression, seals and viscous cab mounting decrease noise levels and vibration feedback to the operator for a quieter and more comfortable work environment. Providing excellent comfort and accuracy, the standard HMU steering wheel offers precise machine control. A seat-mounted electrohydraulic joystick steering option replaces the HMU steering wheel to deliver low-arm-fatigue operation. New in-cab dashboard and high-resolution touch displays afford intuitive, user-friendly operation. The new 950 and 962 come standard with a rear-vision camera to enhance visibility behind the loader and work safely. Industry-leading all-around visibility is achieved through the cab’s floor-to-ceiling windshield, large mirrors with integrated spot mirrors and rear-vision camera. Optional multiview (360-degree) vision system, Cat Detect radar technology, and access light and an under-hood service lighting system are available to further enhance safe operation and maintenance. Lower maintenance time and costs Ongoing filter and fluid costs are up to 30% lower on the new models thanks to new change intervals. Connecting the machine to a Cat dealer’s service department, Remote Troubleshoot helps to efficiently diagnose problems, so the loader can get back to work quickly. Ensuring the new loaders operate with the most up to date software, Remote Flash pushes software updates to the machine in the background and installation can be initiated by the customer in a safe manner, reducing impact on production schedules. The Cat App helps to manage fleet location, hours, and maintenance schedules and provides alerts for required maintenance. The new 950 and 962 can be ordered direct from the Caterpillar factory with application-specific configurations to optimize performance and machine durability in the toughest applications. Subject to regional availability, industrial and waste models feature additional guarding and reinforcement, while the forestry model increases lift and tilt capabilities of the loader. Key stats for the Cat 950 include a 249hp engine, 19,260kg operating weight, 11,961kg full turn static tipping load, provides 181kN of breakout force, and 2.67-9.0m<sup>3</sup> bucket capacities. The new Cat 962, meanwhile, has a 269hp engine, 20,171kg operating weight, 12,487kg tipping load, achieves 189kN of breakout force and offers the same bucket capacity range as the 950 model. "
09 February 2023,Parkinson Plant Services’ used Volvo EC140E,"https://www.earthmoversmagazine.co.uk/news/view,parkinson-plant-services-used-volvo-ec140e_5796.htm","Tom Parkinson, Managing Director of Macclesfield-based Parkinson Plant Services, chose a used, 14-tonne Volvo excavator from SMT GB for his first foray into larger equipment and has not looked back. Since breaking out on his own in 2017, Tom Parkinson’s groundworks contracting business, Parkinson Plant Services, has gone from strength to strength. The groundworks and excavation specialist has remained busy throughout the pandemic and is now taking on more and larger jobs, from drainage and landscaping to mass excavation and earthmoving projects. Larger jobs required Tom to add a larger machine to his fleet of compact excavators and wheeled loaders, and he immediately knew he wanted a Volvo. “I have operated plant ever since I left school. I have driven machines of all sizes and brands and Volvo has always been a personal favourite,” he said. “When you are spending a whole day in a machine, you want it to be a nice and comfortable machine to drive. Volvos are built with the operator in mind and just tick all the right boxes.” Tom began his search on the typical used equipment listing and auction sites, before calling SMT GB’s used equipment specialist Pelham Milligan in February 2022. “I happened to ring up Pelham one day and said ‘I’m looking for a machine in the 14 tonne size class. Can you help me?’ Straight away, he rang me back and said, ‘I’ve got this one down at our Used Equipment Centre in Bruntingthorpe. Pop over, have a look, and tell me what you think,’” Tom recounted. Two weeks later, he took delivery. <img alt="""" class=""inline-image"" height=""533"" src=""/ugc-1/1/6/0/usedvolvosmt_3edit.jpg"" width=""800""/> The machine in question was a used Volvo EC140E crawler excavator – a current model with only 4,000 hours on the clock. SMT GB had carried out a full valet and service of the machine and Tom requested some extra work to suit his needs. This included the addition of some chevron decals to the counterweight for improved safety awareness on site and a cab guard for protection against vandalism. As it was his first large machine purchase, Tom specifically wanted a used machine. “I think it’s good to go for a used machine, especially for the first one, so you can see exactly what you’re getting before you buy it and you don’t have to wait very long for it to arrive,” he said. “I was a bit unsure as it was my first big purchase, but SMT really helped me out. They showed me how it would work and what they offered with the machine, which made it so easy. I felt as if they couldn’t do enough for me,” he continues. Tom had also looked at another used Volvo from a non-authorised reseller, but the overall package was not as good. SMT GB gave him free delivery to wherever he wanted, threw in a brand-new ditching bucket, and offered a one-stop shop for servicing and parts. “It was a no-brainer to go with SMT GB. The Customer Support Agreement means I don’t have to worry about servicing the machine. When it’s time, SMT GB will come out and do that wherever the machine is,” he explained. “A used machine is still a significant investment,” he continues, “so the warranty also gives me that peace of mind, that if anything was to go wrong, we’ve got that covered.” <img alt="""" class=""inline-image"" height=""533"" src=""/ugc-1/1/6/0/usedvolvosmt_2edit.jpg"" width=""800""/> As good as new So far, Tom’s used Volvo EC140E excavator has been performing perfectly and has even been mistaken for a brand new one. “Everything is still tight on it regarding the pins and bushes,” he said. “It feels like a new machine and the chevrons looks great, so a lot of people have commented ‘Oh, you have a new machine!’” It has proven just as easy and comfortable to operate as Tom remembered from his previous experience with Volvo machines and he has been particularly impressed with the fuel efficiency. “With other machines, I’ve easily gone through a tank of fuel in a day, but I did a bulk excavation job over in Macclesfield recently where the EC140E didn’t even use half a tank. It really helps to keep costs down, especially given the new laws for white diesel,” he confirmed. Another pleasant surprise for Tom has been the EC140E’s compact footprint, enabling it to work effectively on confined jobsites and making transport between sites easier. “I did look into the zero tail-swing option as I was a bit worried about being able to manoeuvre the machine on tight, residential jobs, but it’s actually got quite a short swing radius on it, despite being a conventional design. It’s also quite narrow, so it’s good for working on small sites as well as larger ones, and is relatively easy to transport,” Tom explained. “I’m very pleased with the machine and I would definitely recommend SMT GB and Volvo to others. It has been a great addition to our business and is probably the best purchase we’ve had within our company,” he concluded. "
08 February 2023,Worsley Plant couples with OilQuick,"https://www.earthmoversmagazine.co.uk/news/view,worsley-plant-couples-with-oilquick_5797.htm","Worsley Plant is now an Official UK Dealer for OilQuick. The company’s fully automatic quick coupler system means hydraulic attachments can be changed directly from the drivers cab in just 10 seconds, and are ideal for use in the Demolition, Construction, Quarrying industries. The use of innovative high-performance technology in product design and manufacturing, makes OilQuick Quick Couplers an efficient and reliable choice for customers around the globe. Spring 1993 saw OilQuick’s first quick coupler for backhoe loaders launched on the market. By 2021 more than 40,000 OilQuick systems had been supplied by the Swedish-based manufacturer to machine operators across the world. OilQuick is an advanced automatic quick coupler system for excavators from 1 to 120 tons, which allows hydraulic work tools to be connected and disconnected from the driver’s cab. The operator can change between various work tools within a few seconds, such as a hydraulic hammer, pulverisers or shears, sorting grab, hydraulic magnet, compactor, crushing bucket or tilt bucket. Operations Director Adrian Nixon commented, “We are delighted to have added Oilquick to our range.  We already offer the Lehnhoff range of fully automatic quick couplers and will continue to support and sell these throughout the UK.  However, we appreciated that our customers have a choice, as there are two big players in the quick coupler marketplace. We needed to offer both brands to complement our growing range of hydraulic attachments. “We recognise that we need to offer the fullest range for our customers so that they have a one stop shop for all their attachment needs, whether they want to buy or hire, available UK wide,” Adrian continued. “We predict exciting times ahead for both parties involved in this dealership arrangement and are see this as an extremely positive start to 2023.” Worsley Plant already offer Crushing and Screening Buckets from REMU and MB, as well as Demolition Attachments from Rotar – including grabs, shears and pulverisers. The company also offers Magnets from Dynaset, and more recently added Montabert Breakers to its range. "
08 February 2023,Skipway buys new Hyundai A-Series loaders,"https://www.earthmoversmagazine.co.uk/news/view,skipway-buys-new-hyundai-aseries-loaders_5795.htm","One of Northern Ireland’s leading waste firms, Skipway Waste Management & Recycling, has celebrated a 25-year history with Hyundai Construction Equipment Europe with the purchase of two brand-new A-Series wheel loaders. Belfast-based Skipway briefed its trusted dealer, Northern Lift Trucks, to source machines that would be durable, with a focus on good fuel economy and operator comfort. The machine that stood out as perfect for the job was the HL960A – and Skipway swiftly ordered two of them. Matthew Heatrick, Systems Manager of Skipway said, “We’ve only ever used Hyundais here at Skipway – mostly 770 models over the years – so we knew that we liked and trusted the brand, and wanted to stick with them for our next purchase. Already we’re seeing the benefits of upgrading to the new A-series machines – their fuel economy is so much better, they’re using half the diesel of the previous ones which obviously makes a huge difference to our finances.” The two machines have been earmarked and specified for different uses – one of the HL960As will be based at a materials recovery site in Belfast and used for the heavy-duty tasks of stockpiling waste and loading rubble and timber. This machine has been fitted with longer arms and supplied with different bucket attachments to ensure the HL960A can tackle any load, terrain and material in its path. The second HL960A will be used for waste transportation at a second Skipway site in Newtownards, where flexible and robust machines are the key to running an efficient operation.   <img alt="""" class=""inline-image"" height=""533"" src=""/ugc-1/1/6/0/skipaseries_3.jpg"" width=""800""/> Matthew continued, “A typical day on one of our sites is long and complex, so we need machines that can live up to the challenge. The A-series has been above and beyond what we expected and our operators have been extremely complimentary about them. The main feedback has been about how comfortable they are – the joystick controls are really easy to use and the visibility is much better than any machine they’ve used before. From our side, the camera system gives us peace of mind that the machines will be operated safely and the fuel economy is obviously a big plus. We are very impressed with the new A-Series and these first machines definitely won’t be our last.” Acquired by the R. Heatrick Group in 2012, Skipway Waste Management & Recycling provides demolition, aggregate, haulage and skip hire services throughout Northern Ireland. With a focus on sustainability, Skipway’s current waste recycling rate is 92% equating to over 45,000 tonnes, helping the company to deliver on its promise of building a more sustainable future for Northern Ireland. Supplied by Hyundai Construction Equipment dealer, Northern Lift Trucks, the HL960A Wheel Loader is part of Hyundai’s flagship A-series – a fresh generation of construction equipment that complies with European emission levels. This stage V machine was awarded the SaMoTer Technical Innovation Award in the ‘Medium Wheel Loaders’ category and is suitable for general construction applications and heavy-duty work on industrial, mining and quarrying projects. "
07 February 2023,PV Dobson celebrates 30th year of Kubota partnersh...,"https://www.earthmoversmagazine.co.uk/news/view,pv-dobson-celebrates-30th-year-of-kubota-partnership_5791.htm","PV Dobson, one of the North of England’s leading plant, industrial and agricultural equipment providers, is marking the 30th anniversary of its partnership with Kubota in style, having picked up a prestigious Double Gold Plus Service win from the manufacturer. Operating across three sites in Levens, Skipton and Chorley, PV Dobson supplies machinery to operators working on a host of projects across the region, from construction works to infrastructure projects. The dealer has recently celebrated a milestone 30th year in its association with Kubota, having first partnered with the leading construction machinery manufacturer in 1992. That association with Kubota has been pivotal in powering PV Dobson’s growth across the intervening decades. The relationship between dealer and manufacturer has gone from strength-to-strength, with PV Dobson recently achieving a prestigious ‘Double Gold Plus Service Excellence’ award. The award recognises PV Dobson’s commitment to customer service excellence and quality assurance, with the award serving testament to the dealer continually investing in best in market solutions for its diverse customer base. To celebrate its landmark year, PV Dobson will be hosting a customer open day on February 9th, giving both existing and prospective customers the chance to get up and close and personal with some of Kubota’s newest excavators. "
06 February 2023,MDS expands with £1.1m JCB deal,"https://www.earthmoversmagazine.co.uk/news/view,mds-expands-with-11m-jcb-deal_5789.htm","A leading groundworks and civils contractor has invested in a fleet of new JCB equipment in a deal worth more than £1.1 million. Essex-based MDS Civil Engineering has taken delivery of 21 new machines including JCB’s 10 and 14-tonne tracked excavator models, three, six and nine-tonne site dumpers plus Loadall telescopic handlers, skid steers and Teletruks. The new models have been put straight to work on the company’s groundwork and civil engineering projects at major new build developments across Essex. MDS Civil Engineering’s Plant & Transport Manager, Patrick Delaney said, “JCB equipment is well designed, cost-effective to run and delivers strong residual values. The huge investment JCB made in the development of the X-Series excavator range has genuinely paid off. They are extremely powerful and the cabs have been praised by our operators. We have been a JCB customer for over twenty years and JCB has played a major role in our fleet ever since,” Patrick continued. “It is a very forward-thinking company and through its dealer Greenshields JCB, it provides excellent after sales care. The investment Greenshields JCB has made in its business in our region gives us further confidence to continue with JCB as a major supply partner.” Established in 2000, MDS Civil Engineering Ltd is a specialist groundworks and civil engineering contractor which works predominantly within Essex and the surrounding counties. "
06 February 2023,Epiroc buys out Mernok Elektronik,"https://www.earthmoversmagazine.co.uk/news/view,epiroc-buys-out-mernok-elektronik_5783.htm","Epiroc has completed the acquisition of Mernok Elektronik (Pty) Ltd, a South African company that provides advanced collision avoidance systems for mining companies. With this acquisition, Epiroc will strengthen its position as a world-leading provider of automation and safety solutions for mining operations.   Mernok Elektronik is headquartered in Pretoria, South Africa. The company designs and produces proximity detection technologies and collision avoidance systems of the highest level (EMESRT Level 9) applicable for either a single machine or an entire mixed fleet of machines regardless of manufacturer or type of equipment. Mernok Elektronik’s customers are primarily in Africa. The systems significantly reduce the risk of vehicle accidents, strengthening operator safety as well as productivity.  Mernok Elektronik has about 45 employees and had revenues in the fiscal year ending February 28, 2022, of approximately MZAR80 (£380m). Epiroc announced on December 9th 2022 that it had agreed to acquire Mernok Elektronik. The transaction is not subject to a disclosure obligation pursuant to the EU Market Abuse Regulation.  "
23 January 2023,March 2023 Issue ON SALE NOW!,"https://www.earthmoversmagazine.co.uk/news/view,march-2023-issue-on-sale-now_5760.htm",['FIRST IMPRESSIONS: LIEBHERR LR636: New crawler loader at work within the UK muck-shifting community. PRODUCT LAUNCH: DOOSAN DX85R-7: The latest item of compact construction equipment from  Doosan. SHOW PREVIEW: EXECUTIVE HIRE: Some of the highlights of the upcoming Executive Hire Show at Coventry. FIRST DRIVE: JCB 19C-1E: The practicality of using a battery-powered mini-excavator at home. SHOW REPORT: BAUMA DEMO: Round-up of the latest high-reach demolition rigs on show at Bauma. OWNER OPERATOR: ADAM GILBERT: West Country operator’s latest acquisition is a new Doosan DX225-7. MAINTENANCE: KOMATSU D475A-5: A team of young service engineers take care of Europe’s largest dozer. SITE VISIT: BRIGHTWELL LAKE: Remediation methods used at this former sand and gravel quarry. MARKET GUIDE: ROTARY TELEHANDLERS: Details of the latest models available in this versatile machine category. EURO FOCUS: STABILISATION: Some unusual machines undertake a major stabilisation project in Finland. FLEET FOCUS: INGENIUM: Bristol-based contractor’s first year operating Kobelco excavators. SPECIAL ADAPTATIONS: LIEBHERR R920: Two heavy-lift road-rail excavators at Europe’s most westerly railway station.']
03 February 2023,JLG Industries acquires Hinowa,"https://www.earthmoversmagazine.co.uk/news/view,jlg-industries-acquires-hinowa_5779.htm","JLG Industries, Inc., an Oshkosh Corporation company and a global manufacturer of mobile elevating work platforms (MEWPs) and telehandlers, has completed its acquisition of Hinowa S.p.A., adding the brand to the company’s Access segment. This expansion of JLG’s product portfolio enables the company to strengthen its specialty applications offerings and increase its presence in niche industries, including agricultural, landscape and vegetation management. Founded in 1987 in Nogara, Italy, Hinowa became well-known in the industry for its innovative track designs and as an early adopter and leader in the advancement of lithium-ion battery technology in mobile elevating work platforms. Hinowa’s 200+ team members and two facilities, a 250,000sq ft manufacturing facility and a 50,000sq ft parts facility, are now part of the Oshkosh Corporation Access segment, and the Hinowa brand will be retained on its well-respected line of track-based aerial work platforms, mini dumpers, lift trucks and undercarriages products. JLG-branded compact crawler booms, which Hinowa has produced since 2010 and includes electric-, hybrid- and diesel-powered models, will continue to be offered. “The acquisition was about growing the company and growing our capabilities,” said Frank Nerenhausen, Oshkosh executive vice president and JLG president. “JLG and Hinowa are both strong brands. Joining forces allows us to unlock more potential globally. This is a very positive time for the business, and we are excited to welcome the Hinowa team to the JLG family.” Hinowa’s products, including a JLG branded compact crawler boom lift, will be on display in booth #W44066 at Conexpo-Con/Agg 2023 in Las Vegas, NV, March 14th to 18th. "
02 February 2023,Danfoss at IFPE 2023,"https://www.earthmoversmagazine.co.uk/news/view,danfoss-at-ifpe-2023_5782.htm","Danfoss Power Solutions will showcase its range of hydraulic, fluid conveyance, and electrification products and services at the 2023 International Fluid Power Exposition, March 14-18, in Las Vegas, Nevada. With dedicated booth areas for autonomy, connectivity, and digital tools, plus the company’s Editron electric powertrain systems, Danfoss will highlight how it’s paving the way to autonomous machines and zero-emission construction sites as well as delivering next-generation performance through smart, connected solutions. Stations showcasing system solutions for excavators, telehandlers, skid-steer loaders, and wheel loaders will demonstrate Danfoss’ application expertise and how it helps OEMs increase speed to market. A variety of the company’s key products will be on display in these areas, including two of its newest releases: Thorx cam lobe motors (pictured below) and the Dextreme system for excavators. Danfoss Thorx cam lobe motors reduce shock at speed changeover by 70%, improving machine handling and operator comfort. With an integral parking brake, the motor is 33% shorter in length than other cam lobe motors, reducing space requirements. In addition, the motor’s optimised brake technology lasts 20 to 25 times longer than competitive products, extending the motor’s service life. <img alt="""" class=""inline-image"" height=""533"" src=""/ugc-1/1/6/0/Danfoss Thorx-CLM-8-S-cam-lobe-motor.jpg"" width=""800""/> Based on Digital Displacement technology, the Dextreme system provides a pathway to 50% energy savings by tackling losses in the whole excavator hydraulic system. With the most efficient and controllable hydraulic pump at its heart, the Dextreme system provides unique digital flow control, resulting in vastly improved system efficiency and faster operator response times. Through the fast response and digital control of the hydraulic pump, engine loading can be controlled, providing significantly reduced fuel consumption without compromising on productivity. Visitors can also see Danfoss’ fluid conveyance and industrial hydraulics portfolios. The company’s comprehensive offering of hose, tubing, fittings, and connectors will be highlighted. In the industrial zone, the Vickers by Danfoss line of pumps, motors, valves, cylinders, and brakes will be on display. "
02 February 2023,UK’s first Cat Certified Machine Rebuild,"https://www.earthmoversmagazine.co.uk/news/view,uks-first-cat-certified-machine-rebuild_5784.htm","One of the UK’s leading recycling and waste management companies has given Finning the green light to complete the UK’s first Certified Machine Rebuild (CMR) on a 15-year-old Cat 836 landfill compactor to give it a new lease of life ensuring that it can continue operating for another 15 years.  FCC Environment owns and operates over 200 recycling, treatment, and disposal facilities across the UK, managing more than 8.5 million tonnes of waste for their customers, which include over 72 local authorities across North Yorkshire, Suffolk and Essex. FCC’s waste processing fleet alone comprises 500 machines including landfill compactors, wheeled excavators, track type loaders and articulated dump trucks, with Cat equipment making up almost half.  One of these machines, a Cat 836 landfill compactor, was purchased from Finning in 2007 with a full repair and maintenance programme, which proved instrumental in keeping the machine operating effectively for around 15 years whilst minimising downtime. However, when the machine’s transmission failed in late 2022 FCC Group Plant Manager, Bill Stone, began discussions with the Finning team on the best solution for a replacement machine package. This included looking at buying another new machine as well as considering the option to carry out a full CMR, which is the highest-level Cat certified rebuild available.  Adam Walker, engine and drivetrain product manager at Finning is overseeing the project. He said, “Sustainability is now at the forefront of the waste industry, so we’ve seen a shift in demand towards companies requesting remanufactured or reconditioned parts for their machines, or for the entire machine to be rebuilt. This is the first machine rebuild that FCC has commissioned, but the company now plans for this approach to become an integral part of their fleet management succession plan because it enables them to demonstrate a clear commitment to improving the environmental impact of their operations and reducing emissions in the drive to net-zero. Less energy “Rebuilding a machine instead of buying new requires 85% less energy, uses 86% less water and generates around 61% fewer greenhouse gases,” Adam continued. “Plus, we recover and recycle over 65% of the original machine, so it’s ready to be used as a replacement part in another machine. Not only that, but customers choosing a rebuild machine option will typically save around 50-60% on the cost compared with buying a new machine. While remanufactured parts, of which there are around 8,000+ Cat certified ones available, can be up to 60% less than the cost of a brand new one.” Bill Stone said, “We have a commitment to run our operation in an environmentally and socially responsible way, and by choosing to rebuild and give our assets a second life rather than buy new, we are helping to meet that commitment. Our mobile plant fleet is key to our operation, so it is essential these assets are managed effectively, and Finning plays a vital part in that.  “It is because of their record of strong aftermarket support and our collaborative relationship with the team at Finning that we have complete confidence in the effectiveness and efficiency of their rebuilds and they will play a crucial part in our succession planning moving forward,” Bill added. Once complete, the Cat 836 will be ‘as new’ so will offer the same machine lifespan as a new machine. Machine rebuilds are fast becoming a recommended approach for firms’ fleet management, providing a sustainable and commercial option alongside investment in new machines. Finning has seen their number of machines rebuilds double year on year, with their specialist rebuild engineers completing hundreds over the last three years. "
02 February 2023,Jan De Nul’s Hitachi ZX690LCH-7,"https://www.earthmoversmagazine.co.uk/news/view,jan-de-nuls-hitachi-zx690lch7_5778.htm","Jan De Nul Group is utilising a new ZX690LCH-7 to work alongside other Hitachi machines on a specialist earthmoving project at a reservoir situated at Trois-Ponts, in the province of Liège, Belgium. The new Zaxis-7 model has joined three other large (an EX1200-6, ZX870LCR-5 and ZX490LCH-6) and four medium (three ZX350LC-6s and a ZX225USLC-6) excavators. They are scheduled to excavate one million cubic metres of materials over a nine-month period at the lower end of the site. These are being hauled a short distance uphill, where they are being used to: raise the height of the reservoir by 3m; stabilise the surrounding dikes by reducing the gradient from 66.67% to 50%; and ultimately increase the capacity of the reservoir by 7.5%. As Jan De Nul Group’s Site Manager at Trois-Ponts, Bert Dierick had some freedom to choose the machines deployed on the project. “This is a great job for Jan De Nul, as it is quite specialist and not many other companies can do this type of work within the strict timescale. “The construction machinery is kept on the fleet indefinitely and some machines have 10-12,000 hours before they are moved on. However, this will depend on several factors, such as their condition, resale value and if they are needed for a specific job. As an example, a 14,000-hour ZX670LCH-3 was recently replaced by the ZX690LCH-7, which we needed with a ripper attachment for this project. <img alt="""" class=""inline-image"" height=""533"" src=""/ugc-1/1/6/0/_P6A1018_edit.jpg"" width=""800""/> “When my colleagues consider a new machine for purchase, I give them my opinion,” Bert continued. “The Hitachi excavators are the key to the production on this site and they are working well. They are strong, reliable and the level of availability is very high.” Kris De Backer, Technical Supervisor at Jan De Nul Group, is the main point of contact for the Belgian Hitachi dealer, Luyckx – a partner he holds in high regard. “The biggest benefit of running a Hitachi fleet is the excellent service provided by our dealer – thanks to Luyckx, we will always buy more Hitachi machines. If there’s an issue with any of the large excavators, it costs us money because the dump trucks – and the whole process – will come to a stop. Therefore, reliability is the key. In addition, our operators never complain about the Hitachi machines or request that we should buy any other brands. In fact, they say that Hitachi makes the best large excavator in the market.” Andy Moreels, a long-standing excavator operator with 23 years’ experience within Jan De Nul Group, has experience of operating all of the Zaxis series machines (from the -1 to -7 range) and his favourite model is the ZX350LC-6 for its “versatility and comfort”. Of the ZX690LCH-7, Andy said, “Overall, this is an excellent machine. The comfort is much better than previous versions, such as the seat and the way in which it moves as one with the console. I also like the adjustable joysticks, and the monitor and camera have been improved, such as the bird’s-eye view with everything now visible on screen. <img alt="""" class=""inline-image"" height=""533"" src=""/ugc-1/1/6/0/_P6A1371_edit.jpg"" width=""800""/> “The digging power and strength of the machine are excellent,” Andy added. “I can load trucks relatively quickly and the response is good thanks to the hydraulics. It’s also easy to manoeuvre, even with the heavy ripper attachment I’m using now. There is even less noise in the cab, due to the distance from the engine compartment behind me.” It’s not possible to work on the site from November onwards – as it’s 500m above sea level – and so even though the earthmoving will be complete, the medium excavators will be unable to finish the landscaping work until February 2023. The project is being executed by the civil division of Jan De Nul Group on behalf of Engie, the Belgian market leader for electricity, natural gas and energy services. The upper reservoirs are part of the Hydroelectric Power Station at Coo-Trois-Ponts. Turbines are used to pump water to the upper reservoirs when there is a power surplus. When power demand is high, hydro power from the upper reservoirs is used to power the same turbines. The dykes at the upper reservoirs were raised and widened to increase capacity on the one hand and, by widening, to meet the highest seismic standards on the other. "
