date,words
2022-10-31 00:00:00,dividends
2022-10-31 00:00:00,jpy
2022-10-31 00:00:00,128
2022-10-31 00:00:00,per
2022-10-31 00:00:00,share
2022-10-31 00:00:00,increase
2022-10-31 00:00:00,jpy
2022-10-31 00:00:00,32
2022-10-31 00:00:00,per
2022-10-31 00:00:00,share
2022-10-31 00:00:00,previous
2022-10-31 00:00:00,fiscal
2022-10-31 00:00:00,ended
2022-10-31 00:00:00,march
2022-10-31 00:00:00,31
2022-10-31 00:00:00,consolidated
2022-10-31 00:00:00,payout
2022-10-31 00:00:00,ratio
2022-10-31 00:00:00,become
2022-10-31 00:00:00,406
2022-10-31 00:00:00,cautionary
2022-10-31 00:00:00,statementthe
2022-10-31 00:00:00,announcement
2022-10-31 00:00:00,set
2022-10-31 00:00:00,forth
2022-10-31 00:00:00,herein
2022-10-31 00:00:00,contains
2022-10-31 00:00:00,forward looking
2022-10-31 00:00:00,statements
2022-10-31 00:00:00,reflect
2022-10-31 00:00:00,management s
2022-10-31 00:00:00,current
2022-10-31 00:00:00,views
2022-10-31 00:00:00,respect
2022-10-31 00:00:00,certain
2022-10-31 00:00:00,future
2022-10-31 00:00:00,events
2022-10-31 00:00:00,expected
2022-10-31 00:00:00,financial
2022-10-31 00:00:00,position
2022-10-31 00:00:00,results
2022-10-31 00:00:00,strategies
2022-10-31 00:00:00,statements
2022-10-31 00:00:00,identified
2022-10-31 00:00:00,terms
2022-10-31 00:00:00,will
2022-10-31 00:00:00,believes
2022-10-31 00:00:00,should
2022-10-31 00:00:00,projects
2022-10-31 00:00:00,similar
2022-10-31 00:00:00,terms
2022-10-31 00:00:00,expressions
2022-10-31 00:00:00,identify
2022-10-31 00:00:00,future
2022-10-31 00:00:00,events
2022-10-31 00:00:00,expectations
2022-10-31 00:00:00,actual
2022-10-31 00:00:00,results
2022-10-31 00:00:00,differ
2022-10-31 00:00:00,materially
2022-10-31 00:00:00,projected
2022-10-31 00:00:00,events
2022-10-31 00:00:00,results
2022-10-31 00:00:00,forward looking
2022-10-31 00:00:00,assumptions
2022-10-31 00:00:00,assuredfactors
2022-10-31 00:00:00,cause
2022-10-31 00:00:00,actual
2022-10-31 00:00:00,results
2022-10-31 00:00:00,differ
2022-10-31 00:00:00,materially
2022-10-31 00:00:00,predicted
2022-10-31 00:00:00,forward looking
2022-10-31 00:00:00,statements
2022-10-31 00:00:00,include
2022-10-31 00:00:00,limited
2022-10-31 00:00:00,unanticipated
2022-10-31 00:00:00,changes
2022-10-31 00:00:00,demand
2022-10-31 00:00:00,company s
2022-10-31 00:00:00,principal
2022-10-31 00:00:00,owing
2022-10-31 00:00:00,changes
2022-10-31 00:00:00,economic
2022-10-31 00:00:00,conditions
2022-10-31 00:00:00,company s
2022-10-31 00:00:00,principal
2022-10-31 00:00:00,markets
2022-10-31 00:00:00,changes
2022-10-31 00:00:00,exchange
2022-10-31 00:00:00,rates
2022-10-31 00:00:00,impact
2022-10-31 00:00:00,increased
2022-10-31 00:00:00,competition
2022-10-31 00:00:00,unanticipated
2022-10-31 00:00:00,cost
2022-10-31 00:00:00,delays
2022-10-31 00:00:00,encountered
2022-10-31 00:00:00,achieving
2022-10-31 00:00:00,company s
2022-10-31 00:00:00,objectives
2022-10-31 00:00:00,respect
2022-10-31 00:00:00,globalized
2022-10-31 00:00:00,sourcing
2022-10-31 00:00:00,new
2022-10-31 00:00:00,information
2022-10-31 00:00:00,technology
2022-10-31 00:00:00,tools
2022-10-31 00:00:00,uncertainties
2022-10-31 00:00:00,results
2022-10-31 00:00:00,company s
2022-10-31 00:00:00,research
2022-10-31 00:00:00,development
2022-10-31 00:00:00,efforts
2022-10-31 00:00:00,ability
2022-10-31 00:00:00,protect
2022-10-31 00:00:00,certain
2022-10-31 00:00:00,intellectual
2022-10-31 00:00:00,property
2022-10-31 00:00:00,rights
2022-10-31 00:00:00,impact
2022-10-31 00:00:00,regulatory
2022-10-31 00:00:00,changes
2022-10-31 00:00:00,accounting
2022-10-31 00:00:00,principles
2022-10-31 00:00:00,practices
2022-10-31 00:00:00,
2022-10-31 00:00:00,
2022-10-31 00:00:00,
2022-10-31 00:00:00,company
2022-10-31 00:00:00,president
2022-10-31 00:00:00,ceo
2022-10-31 00:00:00,ogawa
2022-10-31 00:00:00,consolidated
2022-10-31 00:00:00,subsidiaries
2022-10-31 00:00:00,together
2022-10-31 00:00:00,komatsu
2022-10-31 00:00:00,revised
2022-10-31 00:00:00,projections
2022-10-31 00:00:00,consolidated
2022-10-31 00:00:00,results
2022-10-31 00:00:00,well
2022-10-31 00:00:00,cash
2022-10-31 00:00:00,dividend
2022-10-31 00:00:00,fiscal
2022-10-31 00:00:00,ending
2022-10-31 00:00:00,march
2022-10-31 00:00:00,31
2022-10-31 00:00:00,april
2022-10-31 00:00:00,1
2022-10-31 00:00:00,march
2022-10-31 00:00:00,31
2022-10-31 00:00:00,2023
2022-10-31 00:00:00,announced
2022-10-31 00:00:00,april
2022-10-31 00:00:00,28
2022-10-31 00:00:00,20221projection
2022-10-31 00:00:00,consolidated
2022-10-31 00:00:00,results
2022-10-31 00:00:00,fiscal
2022-10-31 00:00:00,ending
2022-10-31 00:00:00,march
2022-10-31 00:00:00,31
2022-10-31 00:00:00,us
2022-10-31 00:00:00,gaap reasons
2022-10-31 00:00:00,revision
2022-10-31 00:00:00,mining
2022-10-31 00:00:00,utility
2022-10-31 00:00:00,projects
2022-10-31 00:00:00,demand
2022-10-31 00:00:00,remain
2022-10-31 00:00:00,strong
2022-10-31 00:00:00,north
2022-10-31 00:00:00,america
2022-10-31 00:00:00,asia
2022-10-31 00:00:00,concerns
2022-10-31 00:00:00,economic
2022-10-31 00:00:00,slowdown
2022-10-31 00:00:00,due
2022-10-31 00:00:00,rising
2022-10-31 00:00:00,interest
2022-10-31 00:00:00,rates
2022-10-31 00:00:00,supply
2022-10-31 00:00:00,shortages
2022-10-31 00:00:00,caused
2022-10-31 00:00:00,disruptions
2022-10-31 00:00:00,supply
2022-10-31 00:00:00,chain
2022-10-31 00:00:00,expected
2022-10-31 00:00:00,improve
2022-10-31 00:00:00,projects
2022-10-31 00:00:00,results
2022-10-31 00:00:00,outperform
2022-10-31 00:00:00,initial
2022-10-31 00:00:00,projection
2022-10-31 00:00:00,making
2022-10-31 00:00:00,good
2022-10-31 00:00:00,progress
2022-10-31 00:00:00,improvement
2022-10-31 00:00:00,selling
2022-10-31 00:00:00,pricesconcerning
2022-10-31 00:00:00,foreign
2022-10-31 00:00:00,exchange
2022-10-31 00:00:00,rates
2022-10-31 00:00:00,preconditions
2022-10-31 00:00:00,projection
2022-10-31 00:00:00,full year
2022-10-31 00:00:00,results
2022-10-31 00:00:00,revised
2022-10-31 00:00:00,projected
2022-10-31 00:00:00,exchange
2022-10-31 00:00:00,rates
2022-10-31 00:00:00,to
2022-10-31 00:00:00,usd
2022-10-31 00:00:00,1 jpy
2022-10-31 00:00:00,140
2022-10-31 00:00:00,eur
2022-10-31 00:00:00,1 jpy
2022-10-31 00:00:00,137
2022-10-31 00:00:00,aud
2022-10-31 00:00:00,1 jpy
2022-10-31 00:00:00,89
2022-10-31 00:00:00,average
2022-10-31 00:00:00,exchange
2022-10-31 00:00:00,rate
2022-10-31 00:00:00,second
2022-10-31 00:00:00,six month
2022-10-31 00:00:00,period
2022-10-31 00:00:00,response
2022-10-31 00:00:00,japanese
2022-10-31 00:00:00,yen s
2022-10-31 00:00:00,more than anticipated
2022-10-31 00:00:00,depreciation
2022-10-31 00:00:00,result
2022-10-31 00:00:00,revising
2022-10-31 00:00:00,projected
2022-10-31 00:00:00,consolidated
2022-10-31 00:00:00,profits
2022-10-31 00:00:00,announced
2022-10-31 00:00:00,april
2022-10-31 00:00:00,28
2022-10-31 00:00:00,2022komatsu
2022-10-31 00:00:00,estimates
2022-10-31 00:00:00,average
2022-10-31 00:00:00,exchange
2022-10-31 00:00:00,rates
2022-10-31 00:00:00,full
2022-10-31 00:00:00,follows
2022-10-31 00:00:00,usd
2022-10-31 00:00:00,1 jpy
2022-10-31 00:00:00,1358
2022-10-31 00:00:00,eur
2022-10-31 00:00:00,1 jpy
2022-10-31 00:00:00,1375
2022-10-31 00:00:00,aud
2022-10-31 00:00:00,1 jpy
2022-10-31 00:00:00,910
2022-10-31 00:00:00,initial
2022-10-31 00:00:00,assumption
2022-10-31 00:00:00,usd
2022-10-31 00:00:00,1 jpy
2022-10-31 00:00:00,1180
2022-10-31 00:00:00,eur
2022-10-31 00:00:00,1 jpy
2022-10-31 00:00:00,1290
2022-10-31 00:00:00,aud
2022-10-31 00:00:00,1 jpy
2022-10-31 00:00:00,880 2revision
2022-10-31 00:00:00,projected
2022-10-31 00:00:00,cash
2022-10-31 00:00:00,dividendreasons
2022-10-31 00:00:00,revisionkomatsu
2022-10-31 00:00:00,building
2022-10-31 00:00:00,sound
2022-10-31 00:00:00,financial
2022-10-31 00:00:00,position
2022-10-31 00:00:00,enhancing
2022-10-31 00:00:00,competitiveness
2022-10-31 00:00:00,increase
2022-10-31 00:00:00,sustainable
2022-10-31 00:00:00,corporate
2022-10-31 00:00:00,value
2022-10-31 00:00:00,concerning
2022-10-31 00:00:00,cash
2022-10-31 00:00:00,dividends
2022-10-31 00:00:00,policy
2022-10-31 00:00:00,continuing
2022-10-31 00:00:00,stable
2022-10-31 00:00:00,payment
2022-10-31 00:00:00,dividends
2022-10-31 00:00:00,comprehensively
2022-10-31 00:00:00,considering
2022-10-31 00:00:00,consolidated
2022-10-31 00:00:00,results
2022-10-31 00:00:00,reviewing
2022-10-31 00:00:00,future
2022-10-31 00:00:00,plans
2022-10-31 00:00:00,cash
2022-10-31 00:00:00,flows
2022-10-31 00:00:00,specifically
2022-10-31 00:00:00,policy
2022-10-31 00:00:00,maintaining
2022-10-31 00:00:00,consolidated
2022-10-31 00:00:00,payout
2022-10-31 00:00:00,ratio
2022-10-31 00:00:00,40
2022-10-31 00:00:00,higherconcerning
2022-10-31 00:00:00,interim
2022-10-31 00:00:00,cash
2022-10-31 00:00:00,dividend
2022-10-31 00:00:00,basic
2022-10-31 00:00:00,policy
2022-10-31 00:00:00,reviewing
2022-10-31 00:00:00,results
2022-10-31 00:00:00,first
2022-10-31 00:00:00,six month
2022-10-31 00:00:00,period
2022-10-31 00:00:00,review
2022-10-31 00:00:00,considering
2022-10-31 00:00:00,future
2022-10-31 00:00:00,prospects
2022-10-31 00:00:00,planning
2022-10-31 00:00:00,increase
2022-10-31 00:00:00,jpy
2022-10-31 00:00:00,16
2022-10-31 00:00:00,per
2022-10-31 00:00:00,share
2022-10-31 00:00:00,projection
2022-10-31 00:00:00,april
2022-10-31 00:00:00,28
2022-10-31 00:00:00,jpy
2022-10-31 00:00:00,64
2022-10-31 00:00:00,per
2022-10-31 00:00:00,share
2022-10-31 00:00:00,similarly
2022-10-31 00:00:00,respect
2022-10-31 00:00:00,year end
2022-10-31 00:00:00,cash
2022-10-31 00:00:00,dividend
2022-10-31 00:00:00,planning
2022-10-31 00:00:00,increase
2022-10-31 00:00:00,dividend
2022-10-31 00:00:00,jpy
2022-10-31 00:00:00,16
2022-10-31 00:00:00,projection
2022-10-31 00:00:00,jpy
2022-10-31 00:00:00,64
2022-10-31 00:00:00,per
2022-10-31 00:00:00,share
2022-10-31 00:00:00,result
2022-10-31 00:00:00,plans
2022-10-31 00:00:00,pay
2022-10-31 00:00:00,annual
2022-10-31 00:00:00,cash
2022-10-31 00:00:00,dividends
2022-10-31 00:00:00,jpy
2022-10-31 00:00:00,128
2022-10-31 00:00:00,per
2022-10-31 00:00:00,share
2022-10-31 00:00:00,increase
2022-10-31 00:00:00,jpy
2022-10-31 00:00:00,32
2022-10-31 00:00:00,per
2022-10-31 00:00:00,share
2022-10-31 00:00:00,previous
2022-10-31 00:00:00,fiscal
2022-10-31 00:00:00,ended
2022-10-31 00:00:00,march
2022-10-31 00:00:00,31
2022-10-31 00:00:00,consolidated
2022-10-31 00:00:00,payout
2022-10-31 00:00:00,ratio
2022-10-31 00:00:00,become
2022-10-31 00:00:00,406 cautionary
2022-10-31 00:00:00,statementthe
2022-10-31 00:00:00,announcement
2022-10-31 00:00:00,set
2022-10-31 00:00:00,forth
2022-10-31 00:00:00,herein
2022-10-31 00:00:00,contains
2022-10-31 00:00:00,forward looking
2022-10-31 00:00:00,statements
2022-10-31 00:00:00,reflect
2022-10-31 00:00:00,management s
2022-10-31 00:00:00,current
2022-10-31 00:00:00,views
2022-10-31 00:00:00,respect
2022-10-31 00:00:00,certain
2022-10-31 00:00:00,future
2022-10-31 00:00:00,events
2022-10-31 00:00:00,expected
2022-10-31 00:00:00,financial
2022-10-31 00:00:00,position
2022-10-31 00:00:00,results
2022-10-31 00:00:00,strategies
2022-10-31 00:00:00,statements
2022-10-31 00:00:00,identified
2022-10-31 00:00:00,terms
2022-10-31 00:00:00,will  believes
2022-10-31 00:00:00,should
2022-10-31 00:00:00,projects
2022-10-31 00:00:00,similar
2022-10-31 00:00:00,terms
2022-10-31 00:00:00,expressions
2022-10-31 00:00:00,identify
2022-10-31 00:00:00,future
2022-10-31 00:00:00,events
2022-10-31 00:00:00,expectations
2022-10-31 00:00:00,actual
2022-10-31 00:00:00,results
2022-10-31 00:00:00,differ
2022-10-31 00:00:00,materially
2022-10-31 00:00:00,projected
2022-10-31 00:00:00,events
2022-10-31 00:00:00,results
2022-10-31 00:00:00,forward looking
2022-10-31 00:00:00,assumptions
2022-10-31 00:00:00,assuredfactors
2022-10-31 00:00:00,cause
2022-10-31 00:00:00,actual
2022-10-31 00:00:00,results
2022-10-31 00:00:00,differ
2022-10-31 00:00:00,materially
2022-10-31 00:00:00,predicted
2022-10-31 00:00:00,forward looking
2022-10-31 00:00:00,statements
2022-10-31 00:00:00,include
2022-10-31 00:00:00,limited
2022-10-31 00:00:00,unanticipated
2022-10-31 00:00:00,changes
2022-10-31 00:00:00,demand
2022-10-31 00:00:00,company s
2022-10-31 00:00:00,principal
2022-10-31 00:00:00,owing
2022-10-31 00:00:00,changes
2022-10-31 00:00:00,economic
2022-10-31 00:00:00,conditions
2022-10-31 00:00:00,company s
2022-10-31 00:00:00,principal
2022-10-31 00:00:00,markets
2022-10-31 00:00:00,changes
2022-10-31 00:00:00,exchange
2022-10-31 00:00:00,rates
2022-10-31 00:00:00,impact
2022-10-31 00:00:00,increased
2022-10-31 00:00:00,competition
2022-10-31 00:00:00,unanticipated
2022-10-31 00:00:00,cost
2022-10-31 00:00:00,delays
2022-10-31 00:00:00,encountered
2022-10-31 00:00:00,achieving
2022-10-31 00:00:00,company s
2022-10-31 00:00:00,objectives
2022-10-31 00:00:00,respect
2022-10-31 00:00:00,globalized
2022-10-31 00:00:00,sourcing
2022-10-31 00:00:00,new
2022-10-31 00:00:00,information
2022-10-31 00:00:00,technology
2022-10-31 00:00:00,tools
2022-10-31 00:00:00,uncertainties
2022-10-31 00:00:00,results
2022-10-31 00:00:00,company s
2022-10-31 00:00:00,research
2022-10-31 00:00:00,development
2022-10-31 00:00:00,efforts
2022-10-31 00:00:00,ability
2022-10-31 00:00:00,protect
2022-10-31 00:00:00,certain
2022-10-31 00:00:00,intellectual
2022-10-31 00:00:00,property
2022-10-31 00:00:00,rights
2022-10-31 00:00:00,impact
2022-10-31 00:00:00,regulatory
2022-10-31 00:00:00,changes
2022-10-31 00:00:00,accounting
2022-10-31 00:00:00,principles
2022-10-31 00:00:00,practices
2022-10-31 00:00:00,
2022-10-31 00:00:00,today
2022-10-31 00:00:00,announced
2022-10-31 00:00:00,consolidated
2022-10-31 00:00:00,results
2022-10-31 00:00:00,six
2022-10-31 00:00:00,months
2022-10-31 00:00:00,fiscal
2022-10-31 00:00:00,ending
2022-10-31 00:00:00,march
2022-10-31 00:00:00,31
2022-10-31 00:00:00,us
2022-10-31 00:00:00,gaap
2022-10-31 00:00:00,highlights
2022-10-31 00:00:00,described
2022-10-31 00:00:00,below1
2022-10-31 00:00:00,results
2022-10-31 00:00:00,six
2022-10-31 00:00:00,months
2022-10-31 00:00:00,ended
2022-10-31 00:00:00,september
2022-10-31 00:00:00,30
2022-10-31 00:00:00,2022for
2022-10-31 00:00:00,first
2022-10-31 00:00:00,six month
2022-10-31 00:00:00,period
2022-10-31 00:00:00,april
2022-10-31 00:00:00,1
2022-10-31 00:00:00,september
2022-10-31 00:00:00,30
2022-10-31 00:00:00,2022
2022-10-31 00:00:00,fiscal
2022-10-31 00:00:00,ending
2022-10-31 00:00:00,march
2022-10-31 00:00:00,31
2022-10-31 00:00:00,first
2022-10-31 00:00:00,mid term
2022-10-31 00:00:00,management
2022-10-31 00:00:00,plan
2022-10-31 00:00:00,consolidated
2022-10-31 00:00:00,net
2022-10-31 00:00:00,totaled
2022-10-31 00:00:00,jpy
2022-10-31 00:00:00,16187
2022-10-31 00:00:00,billion
2022-10-31 00:00:00,up
2022-10-31 00:00:00,253
2022-10-31 00:00:00,corresponding
2022-10-31 00:00:00,period
2022-10-31 00:00:00,ago
2022-10-31 00:00:00,mining
2022-10-31 00:00:00,utility
2022-10-31 00:00:00,demand
2022-10-31 00:00:00,mining
2022-10-31 00:00:00,expanded
2022-10-31 00:00:00,especially
2022-10-31 00:00:00,north
2022-10-31 00:00:00,america
2022-10-31 00:00:00,asia
2022-10-31 00:00:00,supply
2022-10-31 00:00:00,chain
2022-10-31 00:00:00,disruptions
2022-10-31 00:00:00,brought
2022-10-31 00:00:00,adverse
2022-10-31 00:00:00,effects
2022-10-31 00:00:00,production
2022-10-31 00:00:00,steadily
2022-10-31 00:00:00,captured
2022-10-31 00:00:00,expanding
2022-10-31 00:00:00,demand
2022-10-31 00:00:00,new
2022-10-31 00:00:00,capitalizing
2022-10-31 00:00:00,cross sourcing
2022-10-31 00:00:00,reflecting
2022-10-31 00:00:00,increased
2022-10-31 00:00:00,parts
2022-10-31 00:00:00,service
2022-10-31 00:00:00,revenues
2022-10-31 00:00:00,well
2022-10-31 00:00:00,substantial
2022-10-31 00:00:00,gain
2022-10-31 00:00:00,japanese
2022-10-31 00:00:00,yen s
2022-10-31 00:00:00,depreciation
2022-10-31 00:00:00,advanced
2022-10-31 00:00:00,corresponding
2022-10-31 00:00:00,period
2022-10-31 00:00:00,ago
2022-10-31 00:00:00,industrial
2022-10-31 00:00:00,machinery
2022-10-31 00:00:00,others
2022-10-31 00:00:00,excimer
2022-10-31 00:00:00,laser related
2022-10-31 00:00:00,remained
2022-10-31 00:00:00,strong
2022-10-31 00:00:00,supported
2022-10-31 00:00:00,expanding
2022-10-31 00:00:00,demand
2022-10-31 00:00:00,semiconductors
2022-10-31 00:00:00,worldwide
2022-10-31 00:00:00,respect
2022-10-31 00:00:00,presses
2022-10-31 00:00:00,sheet metal
2022-10-31 00:00:00,automobile
2022-10-31 00:00:00,manufacturing
2022-10-31 00:00:00,medium sized
2022-10-31 00:00:00,large
2022-10-31 00:00:00,presses
2022-10-31 00:00:00,declined
2022-10-31 00:00:00,increased
2022-10-31 00:00:00,corresponding
2022-10-31 00:00:00,period
2022-10-31 00:00:00,agowith
2022-10-31 00:00:00,respect
2022-10-31 00:00:00,profits
2022-10-31 00:00:00,first
2022-10-31 00:00:00,six month
2022-10-31 00:00:00,period
2022-10-31 00:00:00,review
2022-10-31 00:00:00,income
2022-10-31 00:00:00,surged
2022-10-31 00:00:00,553
2022-10-31 00:00:00,corresponding
2022-10-31 00:00:00,period
2022-10-31 00:00:00,ago
2022-10-31 00:00:00,jpy
2022-10-31 00:00:00,2116
2022-10-31 00:00:00,billion
2022-10-31 00:00:00,coupled
2022-10-31 00:00:00,japanese
2022-10-31 00:00:00,yen s
2022-10-31 00:00:00,depreciation
2022-10-31 00:00:00,increase
2022-10-31 00:00:00,profits
2022-10-31 00:00:00,mainly
2022-10-31 00:00:00,due
2022-10-31 00:00:00,improved
2022-10-31 00:00:00,selling
2022-10-31 00:00:00,prices
2022-10-31 00:00:00,regions
2022-10-31 00:00:00,mining
2022-10-31 00:00:00,utility
2022-10-31 00:00:00,offset
2022-10-31 00:00:00,adverse
2022-10-31 00:00:00,effects
2022-10-31 00:00:00,increased
2022-10-31 00:00:00,prices
2022-10-31 00:00:00,logistics
2022-10-31 00:00:00,costs
2022-10-31 00:00:00,income
2022-10-31 00:00:00,ratio
2022-10-31 00:00:00,improved
2022-10-31 00:00:00,25
2022-10-31 00:00:00,percentage
2022-10-31 00:00:00,points
2022-10-31 00:00:00,131
2022-10-31 00:00:00,income
2022-10-31 00:00:00,income
2022-10-31 00:00:00,taxes
2022-10-31 00:00:00,equity
2022-10-31 00:00:00,earnings
2022-10-31 00:00:00,affiliated
2022-10-31 00:00:00,companies
2022-10-31 00:00:00,expanded
2022-10-31 00:00:00,668
2022-10-31 00:00:00,jpy
2022-10-31 00:00:00,2278
2022-10-31 00:00:00,billion
2022-10-31 00:00:00,net
2022-10-31 00:00:00,income
2022-10-31 00:00:00,attributable
2022-10-31 00:00:00,
2022-10-21 00:00:00,nan
2022-10-19 00:00:00,
2022-10-19 00:00:00,president
2022-10-19 00:00:00,ceo
2022-10-19 00:00:00,ogawa
2022-10-19 00:00:00,exhibit
2022-10-19 00:00:00,20 ton
2022-10-19 00:00:00,class
2022-10-19 00:00:00,electric
2022-10-19 00:00:00,hydraulic
2022-10-19 00:00:00,excavator
2022-10-19 00:00:00,lithium ion
2022-10-19 00:00:00,battery
2022-10-19 00:00:00,system
2022-10-19 00:00:00,first
2022-10-19 00:00:00,time
2022-10-19 00:00:00,bauma2022
2022-10-19 00:00:00,leading
2022-10-19 00:00:00,international
2022-10-19 00:00:00,trade
2022-10-19 00:00:00,fair
2022-10-19 00:00:00,held
2022-10-19 00:00:00,munich
2022-10-19 00:00:00,germany
2022-10-19 00:00:00,october
2022-10-19 00:00:00,24
2022-10-19 00:00:00,30
2022-10-19 00:00:00,powered
2022-10-19 00:00:00,lithium ion
2022-10-19 00:00:00,battery
2022-10-19 00:00:00,system
2022-10-19 00:00:00,us based
2022-10-19 00:00:00,proterra
2022-10-19 00:00:00,ceo
2022-10-19 00:00:00,gareth
2022-10-19 00:00:00,joyce
2022-10-19 00:00:00,january
2022-10-19 00:00:00,2021
2022-10-19 00:00:00,companies
2022-10-19 00:00:00,jointly
2022-10-19 00:00:00,developing
2022-10-19 00:00:00,electric
2022-10-19 00:00:00,medium sized
2022-10-19 00:00:00,hydraulic
2022-10-19 00:00:00,excavators
2022-10-19 00:00:00,conducting
2022-10-19 00:00:00,poc
2022-10-19 00:00:00,proof
2022-10-19 00:00:00,concept
2022-10-19 00:00:00,tests
2022-10-19 00:00:00,advance
2022-10-19 00:00:00,research
2022-10-19 00:00:00,customers
2022-10-19 00:00:00,sites
2022-10-19 00:00:00,scheduled
2022-10-19 00:00:00,introduced
2022-10-19 00:00:00,japanese
2022-10-19 00:00:00,european
2022-10-19 00:00:00,fy202320 ton
2022-10-19 00:00:00,class
2022-10-19 00:00:00,electric
2022-10-19 00:00:00,hydraulic
2022-10-19 00:00:00,excavatorhydraulic
2022-10-19 00:00:00,excavators
2022-10-19 00:00:00,versatile
2022-10-19 00:00:00,type
2022-10-19 00:00:00,mid size
2022-10-19 00:00:00,class
2022-10-19 00:00:00,particular
2022-10-19 00:00:00,wide
2022-10-19 00:00:00,range
2022-10-19 00:00:00,jobsites
2022-10-19 00:00:00,applications
2022-10-19 00:00:00,mainly
2022-10-19 00:00:00,earth
2022-10-19 00:00:00,excavation
2022-10-19 00:00:00,loading
2022-10-19 00:00:00,operations
2022-10-19 00:00:00,requiring
2022-10-19 00:00:00,power
2022-10-19 00:00:00,durability
2022-10-19 00:00:00,withstand
2022-10-19 00:00:00,heavy load
2022-10-19 00:00:00,
2022-10-19 00:00:00,model
2022-10-19 00:00:00,optimizes
2022-10-19 00:00:00,entire
2022-10-19 00:00:00,body
2022-10-19 00:00:00,control
2022-10-19 00:00:00,system
2022-10-19 00:00:00,capitalizing
2022-10-19 00:00:00,komatsu s
2022-10-19 00:00:00,proprietary
2022-10-19 00:00:00,coordinating
2022-10-19 00:00:00,technology
2022-10-19 00:00:00,specifically
2022-10-19 00:00:00,integrates
2022-10-19 00:00:00,proterra s
2022-10-19 00:00:00,lithium ion
2022-10-19 00:00:00,battery
2022-10-19 00:00:00,technology
2022-10-19 00:00:00,proven
2022-10-19 00:00:00,track
2022-10-19 00:00:00,record
2022-10-19 00:00:00,heavy duty
2022-10-19 00:00:00,commercial
2022-10-19 00:00:00,vehicles
2022-10-19 00:00:00,deployed
2022-10-19 00:00:00,various
2022-10-19 00:00:00,fields
2022-10-19 00:00:00,world
2022-10-19 00:00:00,komatsu s
2022-10-19 00:00:00,hydraulic
2022-10-19 00:00:00,pump
2022-10-19 00:00:00,controller
2022-10-19 00:00:00,electric
2022-10-19 00:00:00,motor
2022-10-19 00:00:00,operation
2022-10-19 00:00:00,
2022-10-19 00:00:00,addition
2022-10-19 00:00:00,developed
2022-10-19 00:00:00,robust
2022-10-19 00:00:00,cage
2022-10-19 00:00:00,structure
2022-10-19 00:00:00,additional
2022-10-19 00:00:00,protection
2022-10-19 00:00:00,onboard
2022-10-19 00:00:00,vehicle
2022-10-19 00:00:00,battery
2022-10-19 00:00:00,packs
2022-10-19 00:00:00,result
2022-10-19 00:00:00,achieved
2022-10-19 00:00:00,digging
2022-10-19 00:00:00,performance
2022-10-19 00:00:00,durability
2022-10-19 00:00:00,equivalent
2022-10-19 00:00:00,engine driven
2022-10-19 00:00:00,hydraulic
2022-10-19 00:00:00,excavators
2022-10-19 00:00:00,addition
2022-10-19 00:00:00,high
2022-10-19 00:00:00,energy
2022-10-19 00:00:00,onboard
2022-10-19 00:00:00,excavator s
2022-10-19 00:00:00,proterra
2022-10-19 00:00:00,powered
2022-10-19 00:00:00,battery
2022-10-19 00:00:00,system
2022-10-19 00:00:00,operation
2022-10-19 00:00:00,up
2022-10-19 00:00:00,8
2022-10-19 00:00:00,hours
2022-10-19 00:00:00,chargedthe
2022-10-19 00:00:00,electric
2022-10-19 00:00:00,power
2022-10-19 00:00:00,makes
2022-10-19 00:00:00,comfortably
2022-10-19 00:00:00,various
2022-10-19 00:00:00,environments
2022-10-19 00:00:00,worrying
2022-10-19 00:00:00,noise
2022-10-19 00:00:00,exhaust
2022-10-19 00:00:00,emissions
2022-10-19 00:00:00,expected
2022-10-19 00:00:00,urban
2022-10-19 00:00:00,areas
2022-10-19 00:00:00,nighttime
2022-10-19 00:00:00,etc
2022-10-19 00:00:00,zero
2022-10-19 00:00:00,engine
2022-10-19 00:00:00,vibration
2022-10-19 00:00:00,help
2022-10-19 00:00:00,reduce
2022-10-19 00:00:00,operator
2022-10-19 00:00:00,fatigueas
2022-10-19 00:00:00,global
2022-10-19 00:00:00,awareness
2022-10-19 00:00:00,climate
2022-10-19 00:00:00,change
2022-10-19 00:00:00,accelerates
2022-10-19 00:00:00,declared
2022-10-19 00:00:00,achieve
2022-10-19 00:00:00,carbon
2022-10-19 00:00:00,neutrality
2022-10-19 00:00:00,2050
2022-10-19 00:00:00,aim
2022-10-19 00:00:00,realizing
2022-10-19 00:00:00,sustainable
2022-10-19 00:00:00,society
2022-10-19 00:00:00,collaboration
2022-10-19 00:00:00,partners
2022-10-19 00:00:00,developing
2022-10-19 00:00:00,electric
2022-10-19 00:00:00,achieve
2022-10-19 00:00:00,zero
2022-10-19 00:00:00,exhaust
2022-10-19 00:00:00,gas
2022-10-19 00:00:00,emissions
2022-10-19 00:00:00,significant
2022-10-19 00:00:00,reduction
2022-10-19 00:00:00,noise
2022-10-19 00:00:00,emissions
2022-10-19 00:00:00,vision
2022-10-19 00:00:00,developing
2022-10-19 00:00:00,safe
2022-10-19 00:00:00,highly
2022-10-19 00:00:00,productive
2022-10-19 00:00:00,smart
2022-10-19 00:00:00,clean
