뉴스구분,날짜,링크,제목,요약,본문
By Press Information,7/31/2020,https://www.volvoce.com/global/en/news-and-events/press-releases/2020/volvo-ce-to-divest-blaw-knox-paver-business-to-gencor-industries/,VOLVO CE TO DIVEST BLAW-KNOX PAVER BUSINESS TO GENCOR INDUSTRIES,Volvo Construction Equipment (Volvo CE) has signed an agreement to divest the North American Blaw-Knox paver business and associated assets to leading asphalt equipment manufacturer Gencor Industries (Gencor).,"The Blaw-Knox business and associated assets will shift to Gencor, including the transfer of the manufacturing production line currently located in Shippensburg Pennsylvania. Gencor has announced that they plan to continue the manufacturing of the Blaw-Knox paver line in south-central Pennsylvania and move to a location in Letterkenny Township.

The deal, which is expected to be finalized in the fourth quarter of 2020 will allow Gencor to manufacture and develop Volvo CE’s current North American paver product line and market it under the Blaw-Knox brand. Gencor has announced that it will continue marketing and servicing the Blaw-Knox paver line through selected Volvo CE dealers in North America. 
BRAND WITH A LONG LEGACY
The Blaw-Knox brand dates back over a century when in 1917 Blaw Collapsible Steel Centering Company merged with the Knox Pressed and Welded Steel Company. The firm made its first road paving equipment in 1929 and the brand has since gone on to build an enviable reputation in the paving segment in North America.

Gencor Industries, Inc., is the leading manufacturer in North America of asphalt plants, soil remediation plants, combustion systems, and heat transfer systems to the road and highway construction industry. 

“Gencor is a strong player to take on the Blaw-Knox paver range, as it has extensive expertise in the asphalt industry and a good reputation for quality and customer success,” commented Melker Jernberg, President of Volvo CE. “We see this agreement as being a win-win for us and Gencor. It maintains a valuable product offer to Volvo CE customers, as well as securing dealer distribution and servicing of Blaw-Knox branded paver products in North America.”

Marc G. Elliott, President & Director of Gencor Industries, also commented, saying: “With our already strong position in the asphalt industry, this acquisition will afford Gencor access to the venerable brand of Blaw-Knox, and provide an entry into the hot mix paver segment. We are committed to the long-term growth and development of the Blaw-Knox brand.”"
By Press Information,7/17/2020,https://www.volvoce.com/global/en/news-and-events/press-releases/2020/volvo-ce-q2-results/,SALES SLIP 14% IN SECOND QUARTER AT VOLVO CONSTRUCTION EQUIPMENT,"The global impact of the Covid-19 pandemic weighed on Volvo CE’s second quarter results, partially offset by a strong rebound in the key Chinese market. ","The negative effects of the Covid-19 on society and economic development characterized Volvo Construction Equipment’s (Volvo CE) second quarter results. Weak demand in Europe and North America was partially offset by a strong rebound in the Chinese market, the world’s largest. Despite lower demand impacting sales profitability held up well during the period.
Adjusted net sales in the second quarter decreased by 14%, amounting to SEK 22,876 M (SEK 26,814 M in Q2 2019). Higher sales in China did much to compensate for lower sales in all other markets. Operating income was also impacted, at 3,108 M was down from the 4,153 reported in the same period the year before, equating to an operating margin of 13.6% (15.5%).
Despite the impact of the pandemic on sales, the second quarter 2020 saw order intake increase by 11%, driven by a strong demand for the company’s SDLG branded machines, which were up by 31%. Notwithstanding that most factories in Europe and the Americas were shut down for a month during Q2, a result of countrywide lockdowns and supply issues, deliveries increased by 8% in Q2.
Market development
The year up to the end of May saw both the European and North American markets, measured in units, shrink by 22%, while the Asian market (excluding China) reduce by 21%. The Chinese market has recovered strongly, and was up 13% at the end of May. The South American market was also in positive territory, up by 8% at the same point in the year.
“While demand for construction equipment in both Europe and North America was weak during the second quarter we were able to leverage our strong position in China, which rebounded strongly in the period,” commented Melker Jernberg, Head of Volvo Construction Equipment. “This is allowing us to act from a position of relative strength and to drive transformational technologies that are moving our industry to more sustainable solutions. We are continuing to invest in electrification, automation and connectivity.”
Table 1. Volvo Construction Equipment, net sales by market area, in Millions of Swedish Krona (SEK).
Net sales by market area
 Second quarter
First six months
SEK M
2020
2019
2020
2019
Europe
5,254
8,788
11,731
16,881
North America
3,527
5,621
7,237
10,547
South America
422
666
981
1,212
Asia
12,928
10,485
21,331
19,864
Africa & Oceania
746
1,253
1,744
2,464
Total
22,876
26,814
43,023
50,968"
By Press Information,6/30/2020,https://www.volvoce.com/global/en/news-and-events/press-releases/2020/volvo-ce-wins-sustainability-award-from-the-european-rental-industry/,VOLVO CE WINS SUSTAINABILITY AWARD FROM THE EUROPEAN RENTAL INDUSTRY,"Volvo Construction Equipment (Volvo CE) has scooped the Best Sustainable Rental Project of the Year Award for its Energy management, at the 2020 European Rental Awards.","The awards, which are organized and judged by the European Rental Association (ERA), were announced yesterday, June 30, in the European Rental Awards event that took place digitally this year hosted by International Rental News. 

This independent recognition from the rental industry is a testament to the company’s long term focus on sustainability, and outstanding ability to achieve significant environmental sustainability improvements. The energy management initiative that secured the award, is just one of the many projects in the company’s focus on environmental care. The success of the program lies in building a company-wide embedded culture dedicated to avoiding waste energy and continuously improving. 

The ERA is supporting the industry evolution that today places higher value on the carbon lifecycle of construction equipment throughout the machine life, which of course begins with the manufacturer in the production phase.

Volvo CE has been a member of the WWF Climate Savers program since 2012 and its 2015-2020 commitment was about making a significant reduction in its global energy consumption and therefore its CO2 output throughout the value chain, demonstrating industry leadership and developing innovations towards a low carbon society. In the last five years, the company has: 
Implemented more than 50 GWh’s of energy savings
Switched half of its global energy supply to 100% renewable sources 
Reduced its idle electricity use by 48%
Reduced its energy use per unit delivered to its customers by 27% 
Started a journey of CO2 neutral production facilities – Braas, in Sweden, is already 100% neutral factory since 2014
Niklas Nillroth, Vice President Sustainability & Public Affairs at Volvo CE, says: “Volvo CE’s purpose is to build the world we want to live in, so we are extremely proud to win this award which recognizes our sustainability efforts towards that goal. Our energy management approach has delivered significant benefits to the rental industry at a product lifecycle level, and we believe that the cultural approach taken can be shared and adopted by rental companies of all scales and sizes.”"
By Press Information,6/23/2020,https://www.volvoce.com/global/en/news-and-events/press-releases/2020/volvo-autonomous-hauler-wins-red-dot-award/,VOLVO AUTONOMOUS HAULER WINS RED DOT AWARD,The TA15 – part of the TARA autonomous transport solution from Volvo Autonomous Solutions – has won a coveted Red Dot Award for product design – the most globally-recognized mark for industrial design quality.,"The revolutionary TA15 autonomous electric hauler from Volvo Autonomous Solutions has wowed a panel of design experts in Essen, Germany, to win a Red Dot Product Design Award 2020 – a seal of high design quality from the world’s largest and most distinguished design competition.

Commenting on the award, Nils Jæger, President at Volvo Autonomous Solutions, said: “We are thrilled to have won such a prestigious award as the Red Dot. It shows that we are delivering world class designs at the cutting edge of autonomous vehicle technology. We are proud to continue the Volvo Group tradition of being innovative leaders in the commercial vehicle and machine design arenas.”
AUTONOMOUS ELECTRIC ECOSYSTEM
The battery-electric load carrier is a new machine concept, compared to traditional off road hauling, and forms one element of Volvo Autonomous Solutions’ TARA transport solution. It is designed to disrupt today’s off-road hauling. 

The hauler runs on a battery-electric drivetrain based on shared technology from the Volvo Group. The automation system uses GPS, Lidar, Radar and multiple sensors. Being autonomous, the TA15 has no need for a cabin – making for a dramatically new machine profile. 

With a 15 tonne hauling capacity, TA15 forms part of the wider TARA autonomous transport solution concept, so that a series of them can be connected together to form a ‘train’ of machines, for maximum loading and hauling efficiency. The TA15 will be a critical element of the TARA electric and autonomous transport solution.

The autonomous electric hauler was, and will continue to be, developed by Volvo Construction Equipment (Volvo CE) based on the former HX02 concept and has now been handed over for commercialization to Volvo Autonomous Solutions, a new business area of the Volvo Group. Operational since 1st January 2020, Volvo Autonomous Solutions’ objective is to ‘accelerate the development, commercialization and sales of autonomous transport solutions, as a complement to the Volvo Group’s current products and services’. Volvo CE also won a Red Dot award itself this year, for a machine that, due to the Coronavirus outbreak, will be introduced to the market later this year. 

“It is exciting that two Volvo products have been awarded this internationally recognized mark of design excellence,” says Melker Jernberg, President of Volvo CE. “On top of that, it is great that this is the result of a great internal collaboration with Volvo Autonomous Solutions. Partnership is the new leadership.”"
By Press Information,5/27/2020,https://www.volvoce.com/global/en/news-and-events/press-releases/2020/volvo-ce-helps-restore-florida-s-everglades-to-former-glory/,VOLVO CE HELPS RESTORE FLORIDA'S EVERGLADES TO FORMER GLORY,"The construction of the C-43 water reservoir is part of the giant hydrological restoration project taking place in the Everglades. Dozens of Volvo CE machines are on site building the reservoir, set to be ready in 2023. Watch the whole story in the new episode of The Megaproject Listing: Restoring the Everglades.","Since 1882, the Everglades have been drained for farming and it is now half the size it was a century ago. But that’s changing. One of largest ecosystem restoration projects in the U.S. in currently underway. The Comprehensive Everglades Restoration Plan began 20 years ago and is a giant hydrological restoration project consisting of, among other things, the build of a new basin storage reservoir in the Caloosahatchee estuary, called the C-43 water reservoir project. When complete the reservoir, which is spread over 40km2, will hold excess water from a nearby lake, where it will be treated and then released during the dry season. In total the dam will be able to hold 200 billion liters of water.
UP TO THE CHALLENGE 
Working on a construction project virtually the size of Manhattan comes with its share of dilemmas. And the hundreds of canals that have to be navigated during both rainy and dry seasons, pose even more challenges. Massimo Bugliosi, Project Director with Lane Construction-Salini Impregilo, is the one in charge of solving these issues. He says preparation is essential and relies on the dependable performance of Volvo Construction Equipment (Volvo CE) machines. 
There are currently 42 Volvo CE machines working on the construction of the C-43 water reservoir in the Everglades – part of the Comprehensive Everglades Restoration Plan.

Volvo CE machines are versatile and up to the toughest of challenges.
“The key is planning and properly sequencing activities in the right way, and the equipment must be versatile – Volvo machine are up to the challenge,” he says. 

Currently, there are 42 machines from Volvo CE working on the C-43 water reservoir project. This includes a mix of A45 articulated haulers, and EC750E 75-ton excavators– with more on the way. 

“We chose to use Volvo equipment, because it is versatile and can handle the mixes of different kinds of soil,” explains Massimo Bugliosi.

Another challenge is something that no-one can rule over. The weather in South Florida can be rough and unpredictable – not to mention hurricanes coming to visit annually. But this is no surprise to the guys at Lane Construction-Salini Impregilo, who are well aware of the necessary precautions.
A TANGIBLE DIFFERENCE
The Comprehensive Everglades Restoration Plan will boost the quality of life for humans and wildlife alike. The Everglades is home to more that 350 species of birds, 50 unique reptiles – and that’s not all. Every year more than one million visitors, from around the world, flock to the Everglades, helping to drive a rich economy in tourism and recreation. This natural reservoir also provides drinking water for southern Florida’s local population – of 8 million. This ecosystem restoration venture is a huge step towards creating a sustainable future where human expansion no longer poses a threat. 

“To have the opportunity to serve as an essential supplier on a project of substantial environmental impact; is something we all strive for,” says Stephanie McCall, Vice President Key Accounts, Region North America. “Knowing that Volvo CE and our local dealer Alta Equipment is working to preserve the Everglades water estuaries and wildlife ecosystems for generations to come is by far the most rewarding work we could be a part of. ”
The whole episode is available here: Volvo CE – The Megaproject Listing #10 – Restoring the Everglades
For more information visit: Spirit Magazine – Restoring the Everglades"
By Press Information,4/23/2020,https://www.volvoce.com/global/en/news-and-events/press-releases/2020/sales-slip-17-in-volvo-ces-first-quarter/,SALES SLIP 17% IN VOLVO CE'S FIRST QUARTER,"Demand stalled in the first quarter as measures to stop the spread of the Covid-19 pandemic took hold. Despite a recovery in the Chinese market in March, the quarter still saw sales down by 17% and order intake reduce by 7% during the period.","The rapid deterioration of global demand caused by measures in society to contain the spread of the Coronavirus had a negative impact on Volvo Construction Equipment’s (Volvo CE) first quarter 2020 financial results, with sales, profitability, deliveries and orders all showing reversals during the period.
During the first three months of 2020 Volvo CE saw net sales decrease by 17% to SEK 20,148 M (SEK 24,155 M in Q1 2019). At SEK 2,678 M operating income also slipped, down from SEK 3,646 M in the same period of 2019. Earnings were impacted by lower machine volumes and an unfavorable machine mix. This was reflected in the operating margin, which at 13.3% was slightly down on the 15.1% in the same period the year before.
Order intake decreased by 7% in Q1 2020, although demand in China – the world’s biggest market for construction equipment – increased towards the end of the quarter. Deliveries were down, by 13%, to 20,170 machines, compared to 23,139 machines in Q1 2019.
MARKET DEVELOPMENT
The major global construction equipment markets of Europe and North America were both down in the first quarter, declining 1% and 2% respectively in the first two months of the year. In Asia (not including China) demand was down by 4% compared to the same period last year. The impact of the Covid-19 virus was more pronounced in China, which fell 44% during the period, due to market disruption. China did see a rebound in March, with demand up 2% compared to the same month in 2019, thanks to government stimulus measures aimed at boosting infrastructure development. 

“The measures to stop the spread of the Covid-19 pandemic began affecting our operations in China in February, and had a severe impact in mid-March, when our global supply chain was disrupted and production halted in most parts of our operations,” commented Volvo CE’s president Melker Jernberg. “It is clear that we are now entering a tough period, with both production stops and low demand having a negative impact on our profitability. That said, we take confidence in the fact that our customers are active in businesses that are important to society, and that our products and services are vital in building sustainable infrastructure for the future.”
Table 1. Volvo Construction Equipment, net sales by market area, in Millions of Swedish Krona"
By Press Information,3/9/2020,https://www.volvoce.com/global/en/news-and-events/press-releases/2020/volvo-ce-introduces-compactor/,VOLVO CE INTRODUCES COMPACTOR WITH INDUSTRY-LEADING 4800 VPM,The new DD128C compactor from Volvo Construction Equipment has the highest frequency in the industry resulting in greater productivity whatever the job.,"The new DD128C compactor delivers the fastest rolling speeds whilst maintaining proper impact spacing to provide the most productive rolling train available. No longer do you need to trade-off smoothness for productivity – you can get both with the DD128C.

Featuring a 2,000 mm (79 in) wide drum with chamfer and radii drum edges, the DD128C offers the high compaction performance and reliability expected from a Volvo machine. This machine also features a large 1400 mm (55 in) diameter drum and auto-reversing eccentrics – an automatic function that ensures eccentric rotation in the direction the machine is traveling, for unparalleled smoothness. It is also equipped with an industry-leading, automatic drum wetting system that provides speed-dependent water flow to minimize water usage and ensures uniform drum coverage to prevent material pick-up.

Offering Volvo’s exclusive eight amplitude eccentric system, the DD128C has the widest range of amplitudes (0.08 – 0.8mm or 0.003 – 0.03in) on the market. This allows for unmatched versatility whether the job is an ultra-thin lift or a deep 10 cm (4 in) lift. Utilizing Volvo’s patented technology to detect the amplitude setting, vibration frequency is automatically adjusted to the highest vpm available for the amplitude setting – so operators can get the highest rolling speeds and best productivity without compromise.
THE POWER TO PERFORM
The DD128C is powered by an advanced 110 kW(148 hp) Volvo D4 Tier 4 Final engine, which delivers high torque at low rpm, ensuring high-quality performance with minimal noise and fuel consumption. Engine operating speed during work mode is a scant 1,850 rpm providing the torque and power needed without the noise and fuel draw. Fuel efficiency is further enhanced with optional auto-idling and auto-engine shutdown features that deliver premium performance. The engine and hydraulics are designed to work together to provide quick eccentric start times and exceptional drum performance in the most demanding conditions.

SAFE, EASY OPERATION AND MAINTENANCE 
Safety is paramount on all jobsites, which is why the Volvo DD128C compactor has unobstructed visibility along with a host of advanced safety features. The ROPS/FOPS certified platform, all-around visibility, adjustable seat w/adjustable seat back and 180-degree rotating console all provide superb visibility of the jobsite, as well as unobstructed sightlines to the mat for excellent rolling precision. Ergonomically positioned controls, noise and vibration isolation, and ample space keep the operator alert and focused. Drum surface and spray nozzle visibility allow the operator to ensure consistent water flow and utilize the fully redundant backup system if a nozzle were to clog.

The DD128C’s intelligently designed swing-up hood allows for unobstructed access to the engine and hydraulic components, enabling easy maintenance, while a single key accesses all service doors. Passive regeneration occurs automatically, without requiring input from the operator, and a service regeneration is carried out by technicians as part of the routine 500-hour service. For added convenience, the water tank can be filled from ground level.

With Volvo’s CareTrack telematics system, road crews are never on their own. The system can remotely access a range of important compactor information, including geolocation, fault codes, and service and maintenance planning.

OPERATOR EFFICIENCY FEATURES: A HELPING HAND
Equipping the DD128C with Compact Assist, Volvo’s unique Intelligent Compaction System, provides the operator with real-time feedback on compaction status, helping them maximize productivity. Pass mapping provides a clear view of where work has been done, and which areas require more attention. While temperature mapping ensures operators are compacting the asphalt before it cools. Compact Assist with Density Direct TM reveals the density of the mat in real-time, giving operators confidence that their targets have been met. All the job data is stored and made available on the machine or over the air with job report summaries and data sets ready to be submitted. The Compact Assist operating system utilizes the award-winning, 10-inch Volvo Co-Pilot on-board interface. 

The Impact Spacing Meter from Volvo provides a visual reference of speed control to maintain proper impact spacing, resulting in consistent smoothness. The DD128C can also limit machine speed to maintain proper impact spacing automatically making the roller operator’s job easier. With these features at their fingertips, operators can unlock the full productivity potential of Volvo compactors and ensure exceptional mat quality.

“The DD128C is our best compactor yet,” explains Chad Fluent, Global Product Manager - Compactors. “This is the most productive, fuel-efficient, and versatile machine we offer.”"
By Press Info,3/5/2020,https://www.volvoce.com/global/en/news-and-events/press-releases/2020/news-article-page/,VOLVO WITHDRAWS FROM CONEXPO OVER VIRUS CONCERNS,All business areas within the Volvo Group have jointly decided to not attend Conexpo-Con/Agg 2020 due to the outbreak and continuing concerns relating to the Coronavirus Covid-19.  ,"With California joining Washington State and Florida in declaring a state of emergency to contain the spread of the novel Coronavirus Covid-19, all business areas within the Volvo Group have decided to withdraw from their participations in next week’s Conexpo exhibition in Las Vegas, Nevada. This includes all relevant Volvo business areas, Volvo Construction Equipment, Volvo Penta, Volvo Financial Services, Volvo Trucks, Mack Trucks, SDLG and Terex Trucks.
 “We are great supporters of Conexpo, and despite being in advanced preparations for this year’s event, we believe it is the right thing to do to withdraw at this late stage. Our first concern is the wellbeing of employees, customers and the wider public,’ said Melker Jernberg, Executive VP & President of Volvo CE. 
 “It’s very disappointing not to be attending, but our first priority is the health and safety of our employees and others. Given this, it is with reluctance that it has been decided not to participate in this year’s show.”"
By Press information,2/25/2020,https://www.volvoce.com/global/en/news-and-events/press-releases/2020/add-silence-volvo-ce-s-noiseless-electric-machines-now-available-for-prebooking/,ADD SILENCE: VOLVO CE'S NOISELESS ELECTRIC MACHINES NOW AVAILABLE FOR PREBOOKING,Volvo Construction Equipment (Volvo CE) is launching Volvo Group’s first machine retail e-commerce tool. The online portal will give customers the opportunity to get in line for the first time to prebook one of Volvo’s new electric compact machines.,"Signaling the future for construction, the new ECR25 Electric compact excavator and L25 Electric compact wheel loader, benefit from zero exhaust emissions and low noise levels and vibrations, making them the perfect accompaniment for inner city jobsites – in fact any sensitive work environment. Customers will also benefit from lower maintenance levels, a more peaceful operation and the ability to keep in line with increased environmental regulations. For the first time since their unveiling last year, customers can now prebook their electric machines by signing up to the company’s prebooking tool.

Melker Jernberg, Volvo CE President, says, “We are always looking for ways to improve the customer experience, streamline our processes and make use of new technologies. So what better time to announce an innovative new sales platform than with the market launch of our electric machines. We look forward to hearing what our customers think.”
EXPANDING THE CUSTOMER BASE
By registering on the prebooking tool, which opens today across the key markets of France, Germany, Great Britain, The Netherlands and Norway, and will be expanded to other markets in the near future, customers are reserving a place in the production queue for the electric machines. After, customers will be alerted if they have been selected to place an actual order for the machines, set to hit the market in the summer.

Built to expand the opportunities for customers to buy one of these machines and to broaden the way these machines are used by customers, the online portal is being handled in collaboration with local dealers. Volvo Financial Services, the global financial services provider for the Volvo Group, supports the purchase of these electric machines by offering flexible finance solutions.
ELECTROMOBILITY AWARENESS CAMPAIGN
Volvo CE is marking its first commercial electric offering with the launch of an electromobility awareness raising campaign this week, which highlights the technology’s many societal benefits. The Add Silence campaign centers around one of the most significant – and sometimes overlooked – advantages of electric construction machines: a reduction in damaging noise pollution. 

Melker Jernberg says, “When talking about harmful emissions, it’s easy to focus on CO2 alone. But research shows that noise is equally important. We need to make concerted efforts to tackle both of these emissions if we want to build a more sustainable tomorrow.”
More information about the electric machines can be found here www.volvoce.com/electromobility"
By Press Information,1/30/2020,https://www.volvoce.com/global/en/news-and-events/press-releases/2020/2019-sees-continued-strong-performance-at-volvo-ce/,2019 SEES CONTINUED STRONG PERFORMANCE AT VOLVO CE,Market share gains in China and solid demand in North America and Europe helped sales rise 5% for the full year. ,"Volvo Construction Equipment (Volvo CE) gave a strong performance in 2019, delivering another record set of annual financial results and growing market share in the world’s largest construction market, China. For the full year the company saw sales rise 5%, despite a slight sales dip in the fourth quarter.
In Q4 2019, net sales decreased by 3% to SEK 19,716 M (20,323). Operating income amounted to SEK 1,931 M (2,157), corresponding to an operating margin of 9.8% (10.6). Earnings were positively impacted by currency movements, to the value of SEK 113 M.
For the full year net sales increased by 5%, to SEK 88,606 M (84,238). Adjusted operating income increased to SEK 11,910 M (11,306), corresponding to an operating margin of 13.4% (13.4).
MARKET CONDITIONS
Demand in Europe improved during the fourth quarter, and was up 6% by the end of November, helped by continued growth in Germany, Italy, France and Russia. North America was also up by 6% over the same period in 2018, helped by greater demand for larger equipment, while South America saw a gain of 17%, driven mostly from growth in Brazil. Excluding China, Asian markets were down by 11% compared to last year. The Chinese market itself continued to grow, and was up 8%, with increased demand for both excavators and wheel loaders.
ORDERS AND DELIVERIES
During the fourth quarter of 2019 Volvo CE saw net order intake increase by 6%, driven by good demand for SDLG branded machines in China and Russia. Order intake in Europe declined by 5%, despite a strong increase in Russia. Thanks to dealers restocking, North America saw order intake jump by 40%. In Asia (excluding China), order intake was down by 17%, while in China it was up by 14%. Volvo CE continues to gain market share in both wheel loaders and excavators in China.
Deliveries increased by 4% during the fourth quarter 2019, again boosted by higher volumes in China and Russia on SDLG products.
“2019 was another year of good performance on several levels,” says Melker Jernberg, President of Volvo CE. “We gained market share in the larger equipment category in North America and in Europe saw good developments in sales, operating income and cash flow. Asia has had its challenges, but in China we see encouraging market share growth in large excavators and wheel loaders, which is good to see.”
In February 2020 Volvo CE will start taking orders for both electric compact wheel loaders and compact excavators. Serial production is planned for Q3 2020.
  Table 1. Volvo Construction Equipment, net sales by market area, in Millions of Swedish Krona"
By Press information,1/15/2020,https://www.volvoce.com/global/en/news-and-events/press-releases/2020/pre-conexpo-las-vegas-2020/volvo-ce-drives-construction-into-the-future/,VOLVO CE DRIVES CONSTRUCTION INTO THE FUTURE WITH AMBITIOUS SHOWCASE AT CONEXPO 2020,Volvo Construction Equipment (Volvo CE) is set to build tomorrow with an interactive customer experience at North America’s largest construction trade show ConExpo-Con/Agg 2020.,"Displaying solutions for today and tomorrow Volvo CE will present its industry-leading range of products and services across 5,574 m3 (60,000 ft2) of show space in Las Vegas, from March 10-14. More than 30 machines and related uptime and productivity services will be featured, including a number of global and regional launches, at a new location in the outdoor Festival Grounds, booth F3432.

The scope of the Volvo Group represented in the ConExpo booth shows comprehensive solutions for the construction industry with a commitment to being number one for customer uptime Volvo CE will be joined by sister companies Volvo Penta, Volvo Trucks and Volvo Financial Services, who will be presenting the latest engine, truck and financial offers. Likewise, Volvo CE’s other equipment brands Terex Trucks and SDLG will be present at the show. 

Melker Jernberg, President of Volvo CE, said: “Our presence at ConExpo is set to be our best yet – with a fully immersive technology experience to highlight the changing face of construction. Innovation has long been a part of our DNA, and we are especially proud to be bringing it to the mainstream with the unveiling some game-changing launches at this year’s show. We look forward to seeing you there.”
CONFIDENCE IN ADVANCED MACHINES AND SERVICES
Anchoring the booth are show-stoppers from both the largest and smallest models in the Volvo range. At the compact end of the spectrum, visitors can get hands on experience operating Volvo CE’s electric compact machines, the L25H loader and ECR25 excavator. The biggest iron in the booth will be on prominent display with the heavy-duty EC950F crawler excavator, Volvo CE’s largest excavator which is now available globally, and the powerful R100E rigid hauler – both offering strength and stability for quarrying, mining and mass excavation. 

Volvo’s full force of excavators will be front center in the booth, including the new EC300E hybrid excavator, now available in North America, featuring straightforward and industry-first hydraulic hybrid Volvo technology. 

In road machinery, Volvo will debut the 8 ft. class P5110B tracked and P5170B wheeled pavers, which benefit from simple controls and proven technology. 

ConExpo 2020 is also where Volvo will reveal two new concept models that herald where the company is taking connected, electric, and autonomous machines.

Volvo service offerings are everywhere in the booth, custom-built to boost customer’s profitability, secure uptime and deliver on lifecycle value.

Attendees can get familiar with Volvo Assist technologies, now standard on many products, with hands-on demonstrations to show how the machine control software gives operators greater accuracy and time savings.

An extensive display of over 30 attachments, from buckets to couplers to forks and breakers, will be fitted on equipment across the Volvo booth, showcasing versatility and performance.
BUILDING TOMORROW
In keeping with the company’s theme of Building Tomorrow, visitors can watch for an inspiring project launch that will show how Volvo CE turns words into actions. The project is dedicated to combining the power of Volvo people, products, and partners to help address global challenges and build a brighter tomorrow for people around the globe.  

Likewise, construction fans can also give something back in advance of the show by helping Volvo CE pick a worthy cause to benefit from the auction of the limited edition EC200E Volvo excavator. By taking part in an online poll, participants can choose which non-profit will receive proceeds from the machine’s sale at the Ritchie Bros. auction in Orlando, Florida, in February. The excavator, which will make its final public appearance at the Volvo CE ConExpo stand, has been touring North America over the past six months to celebrate the 10th season of Gold Rush, a TV series focusing on the challenges facing teams of miners digging for gold in the US and Canada. 

For more information please visit volvoconexpo.com."
By Press information,1/15/2020,https://www.volvoce.com/global/en/news-and-events/press-releases/2020/pre-conexpo-las-vegas-2020/volvo-ec300e-hybrid-reduces-fuel-consumption-by-up-to-15/,VOLVO EC300E HYBRID REDUCES FUEL CONSUMPTION BY UP TO 15%,Simple technology using the boom-down motion charges an energy-storing accumulator to relieve the torque requirement from the engine.,"Often the best ideas are the simplest. Volvo CE has taken this basis to heart with its ingenious new EC300E Hybrid, now available for order in North America and making its regional show debut at ConExpo-Con/Agg 2020 in Las Vegas, Nevada. 
  Unlike other systems that capture the swing energy of an excavator’s superstructure to electrically assist the engine, Volvo’s novel hydraulic hybrid takes ‘free’ energy generated by the boom down motion and uses it to reduce fuel consumption.
  The powerful and regular boom-down motion charges 5.2 gallon (20 litre) hydraulic accumulators, which then deliver energy to drive hydraulic assist motors that help power the hydraulic pump. There are the same levels of controllability and performance as the standard EC300E, including the ability to work in ECO Mode and Hybrid Mode simultaneously.

The hydraulic hybrid uses ‘free’ energy generated by the boom down motion and uses it to reduce fuel consumption.
RAPID PAYBACK IN DIG AND DUMP APPLICATIONS
All this simple and uncomplicated capability takes load off the engine and in the process delivers up to 15% lower fuel consumption and 12% less CO₂ emissions than a conventional machine. When used in high production ‘dig and dump’ applications - especially those within a 90° swing - the fuel saving payback is approximately two years – and all with no loss of performance.

Not only is the idea simple – the componentry is too – consisting of just a few add-on components that are simple to maintain. At this time, the hybrid system is not availble for aftermarket installation.

Technologies such as this are another example of Volvo CE delivering on its commitment to innovate and develop more sustainable and cost effective solutions for customers."
